county,district_id,district_name,district_office_flag,age,year,population,deaths,death_rate
Baker,8-2,Southwest Health District,0,15-17,2008,173,0,0
Banks,2,North Health District,0,15-17,2008,827,0,0
Ben Hill,8-1,South Health District,0,15-17,2008,796,0,0
Berrien,8-1,South Health District,0,15-17,2008,923,0,0
Bleckley,5-1,South Central Health District,0,15-17,2008,863,0,0
Brantley,9-2,Southeast Health District,0,15-17,2008,840,0,0
Brooks,8-1,South Health District,0,15-17,2008,765,0,0
Bryan,9-1,Coastal Health District,0,15-17,2008,1594,0,0
Burke,6,East Central Health District,0,15-17,2008,1196,0,0
Butts,4,District 4 Health District,0,15-17,2008,904,0,0
Calhoun,8-2,Southwest Health District,0,15-17,2008,221,0,0
Candler,9-2,Southeast Health District,0,15-17,2008,471,0,0
Charlton,9-2,Southeast Health District,0,15-17,2008,583,0,0
Chattahoochee,7,West Central Health District,0,15-17,2008,339,0,0
Chattooga,1-1,Northwest Georgia Health District,0,15-17,2008,984,0,0
Clay,7,West Central Health District,0,15-17,2008,144,0,0
Clinch,9-2,Southeast Health District,0,15-17,2008,323,0,0
Cook,8-1,South Health District,0,15-17,2008,770,0,0
Crawford,5-2,North Central Health District,0,15-17,2008,623,0,0
Crisp,7,West Central Health District,0,15-17,2008,1108,0,0
Dade,1-1,Northwest Georgia Health District,0,15-17,2008,735,0,0
Dawson,2,North Health District,0,15-17,2008,833,0,0
Decatur,8-2,Southwest Health District,0,15-17,2008,1398,0,0
Dodge,5-1,South Central Health District,0,15-17,2008,1262,0,0
Dooly,7,West Central Health District,0,15-17,2008,595,0,0
Early,8-2,Southwest Health District,0,15-17,2008,615,0,0
Echols,8-1,South Health District,0,15-17,2008,206,0,0
Elbert,10,Northeast Health District,0,15-17,2008,1009,0,0
Emanuel,6,East Central Health District,0,15-17,2008,1068,0,0
Evans,9-2,Southeast Health District,0,15-17,2008,547,0,0
Fannin,1-2,North Georgia Health District,0,15-17,2008,846,0,0
Franklin,2,North Health District,0,15-17,2008,919,0,0
Gilmer,1-2,North Georgia Health District,0,15-17,2008,1123,0,0
Glascock,6,East Central Health District,0,15-17,2008,147,0,0
Grady,8-2,Southwest Health District,0,15-17,2008,1114,0,0
Greene,10,Northeast Health District,0,15-17,2008,561,0,0
Hancock,5-2,North Central Health District,0,15-17,2008,426,0,0
Haralson,1-1,Northwest Georgia Health District,0,15-17,2008,1319,0,0
Harris,7,West Central Health District,0,15-17,2008,1562,0,0
Hart,2,North Health District,0,15-17,2008,1047,0,0
Heard,4,District 4 Health District,0,15-17,2008,593,0,0
Irwin,8-1,South Health District,0,15-17,2008,489,0,0
Jasper,5-2,North Central Health District,0,15-17,2008,621,0,0
Jeff Davis,9-2,Southeast Health District,0,15-17,2008,659,0,0
Jefferson,6,East Central Health District,0,15-17,2008,813,0,0
Jenkins,6,East Central Health District,0,15-17,2008,421,0,0
Johnson,5-1,South Central Health District,0,15-17,2008,484,0,0
Jones,5-2,North Central Health District,0,15-17,2008,1376,0,0
Lamar,4,District 4 Health District,0,15-17,2008,845,0,0
Lanier,8-1,South Health District,0,15-17,2008,433,0,0
Lee,8-2,Southwest Health District,0,15-17,2008,1535,0,0
Lincoln,6,East Central Health District,0,15-17,2008,419,0,0
Long,9-1,Coastal Health District,0,15-17,2008,574,0,0
Lumpkin,2,North Health District,0,15-17,2008,1224,0,0
McDuffie,6,East Central Health District,0,15-17,2008,1044,0,0
McIntosh,9-1,Coastal Health District,0,15-17,2008,772,0,0
Macon,7,West Central Health District,0,15-17,2008,691,0,0
Madison,10,Northeast Health District,0,15-17,2008,1320,0,0
Marion,7,West Central Health District,0,15-17,2008,463,0,0
Meriwether,4,District 4 Health District,0,15-17,2008,988,0,0
Miller,8-2,Southwest Health District,0,15-17,2008,282,0,0
Mitchell,8-2,Southwest Health District,0,15-17,2008,1062,0,0
Monroe,5-2,North Central Health District,0,15-17,2008,1176,0,0
Montgomery,5-1,South Central Health District,0,15-17,2008,405,0,0
Morgan,10,Northeast Health District,0,15-17,2008,822,0,0
Oconee,10,Northeast Health District,0,15-17,2008,1749,0,0
Oglethorpe,10,Northeast Health District,0,15-17,2008,642,0,0
Peach,5-2,North Central Health District,0,15-17,2008,1486,0,0
Pickens,1-2,North Georgia Health District,0,15-17,2008,1077,0,0
Pierce,9-2,Southeast Health District,0,15-17,2008,807,0,0
Pike,4,District 4 Health District,0,15-17,2008,820,0,0
Pulaski,5-1,South Central Health District,0,15-17,2008,445,0,0
Putnam,5-2,North Central Health District,0,15-17,2008,789,0,0
Quitman,7,West Central Health District,0,15-17,2008,120,0,0
Rabun,2,North Health District,0,15-17,2008,732,0,0
Randolph,7,West Central Health District,0,15-17,2008,343,0,0
Schley,7,West Central Health District,0,15-17,2008,270,0,0
Screven,6,East Central Health District,0,15-17,2008,866,0,0
Seminole,8-2,Southwest Health District,0,15-17,2008,387,0,0
Stephens,2,North Health District,0,15-17,2008,1019,0,0
Stewart,7,West Central Health District,0,15-17,2008,210,0,0
Sumter,7,West Central Health District,0,15-17,2008,1620,0,0
Talbot,7,West Central Health District,0,15-17,2008,295,0,0
Taliaferro,6,East Central Health District,0,15-17,2008,92,0,0
Tattnall,9-2,Southeast Health District,0,15-17,2008,939,0,0
Taylor,7,West Central Health District,0,15-17,2008,497,0,0
Telfair,5-1,South Central Health District,0,15-17,2008,573,0,0
Terrell,8-2,Southwest Health District,0,15-17,2008,438,0,0
Toombs,9-2,Southeast Health District,0,15-17,2008,1285,0,0
Towns,2,North Health District,0,15-17,2008,321,0,0
Treutlen,5-1,South Central Health District,0,15-17,2008,263,0,0
Turner,8-1,South Health District,0,15-17,2008,388,0,0
Twiggs,5-2,North Central Health District,0,15-17,2008,416,0,0
Union,2,North Health District,0,15-17,2008,672,0,0
Upson,4,District 4 Health District,0,15-17,2008,1331,0,0
Warren,6,East Central Health District,0,15-17,2008,267,0,0
Washington,5-2,North Central Health District,0,15-17,2008,1041,0,0
Wayne,9-2,Southeast Health District,0,15-17,2008,1352,0,0
Webster,7,West Central Health District,0,15-17,2008,114,0,0
Wheeler,5-1,South Central Health District,0,15-17,2008,240,0,0
White,2,North Health District,0,15-17,2008,987,0,0
Wilcox,5-1,South Central Health District,0,15-17,2008,312,0,0
Wilkes,6,East Central Health District,0,15-17,2008,428,0,0
Wilkinson,5-2,North Central Health District,0,15-17,2008,413,0,0
Worth,8-2,Southwest Health District,0,15-17,2008,1118,0,0
Baldwin,5-2,North Central Health District,0,15-17,2008,2282,0,0
Barrow,10,Northeast Health District,0,15-17,2008,2934,0,0
Bartow,1-1,Northwest Georgia Health District,0,15-17,2008,4490,1,2.2271714922048998e-4
Bibb,5-2,North Central Health District,1,15-17,2008,6841,0,0
Bulloch,9-2,Southeast Health District,0,15-17,2008,2401,0,0
Camden,9-1,Coastal Health District,0,15-17,2008,2435,0,0
Carroll,4,District 4 Health District,0,15-17,2008,4634,1,2.1579628830384117e-4
Catoosa,1-1,Northwest Georgia Health District,0,15-17,2008,2819,1,3.54735721887194e-4
Chatham,9-1,Coastal Health District,0,15-17,2008,10679,0,0
Cherokee,1-2,North Georgia Health District,1,15-17,2008,8571,0,0
Clarke,10,Northeast Health District,1,15-17,2008,3259,0,0
Clayton,3-3,Clayton County Health District,1,15-17,2008,13298,0,0
Cobb,3-1,Cobb/Douglas Health District,1,15-17,2008,30340,0,0
Coffee,9-2,Southeast Health District,0,15-17,2008,1863,0,0
Colquitt,8-2,Southwest Health District,0,15-17,2008,2040,0,0
Columbia,6,East Central Health District,0,15-17,2008,6220,0,0
Coweta,4,District 4 Health District,0,15-17,2008,5479,0,0
DeKalb,3-5,DeKalb Health District,1,15-17,2008,26679,0,0
Dougherty,8-2,Southwest Health District,1,15-17,2008,4412,0,0
Douglas,3-1,Cobb/Douglas Health District,0,15-17,2008,6242,0,0
Effingham,9-1,Coastal Health District,0,15-17,2008,2744,0,0
Fayette,4,District 4 Health District,0,15-17,2008,6424,0,0
Floyd,1-1,Northwest Georgia Health District,1,15-17,2008,4103,0,0
Forsyth,2,North Health District,0,15-17,2008,6592,1,1.5169902912621358e-4
Fulton,3-2,Fulton County Board of Health,1,15-17,2008,34144,0,0
Glynn,9-1,Coastal Health District,1,15-17,2008,3375,0,0
Gordon,1-1,Northwest Georgia Health District,0,15-17,2008,2435,1,4.106776180698152e-4
Gwinnett,3-4,East Metro Health District,1,15-17,2008,36360,0,0
Habersham,2,North Health District,0,15-17,2008,1608,0,0
Hall,2,North Health District,1,15-17,2008,7295,0,0
Henry,4,District 4 Health District,0,15-17,2008,10494,0,0
Houston,5-2,North Central Health District,0,15-17,2008,6402,0,0
Jackson,10,Northeast Health District,0,15-17,2008,2446,0,0
Laurens,5-1,South Central Health District,1,15-17,2008,2232,0,0
Liberty,9-1,Coastal Health District,0,15-17,2008,2673,0,0
Lowndes,8-1,South Health District,1,15-17,2008,4963,0,0
Murray,1-2,North Georgia Health District,0,15-17,2008,1806,0,0
Muscogee,7,West Central Health District,1,15-17,2008,8148,0,0
Newton,3-4,East Metro Health District,0,15-17,2008,4698,0,0
Paulding,1-1,Northwest Georgia Health District,0,15-17,2008,6680,0,0
Polk,1-1,Northwest Georgia Health District,0,15-17,2008,1713,0,0
Richmond,6,East Central Health District,1,15-17,2008,8892,0,0
Rockdale,3-4,East Metro Health District,0,15-17,2008,4348,0,0
Spalding,4,District 4 Health District,0,15-17,2008,2791,0,0
Thomas,8-2,Southwest Health District,0,15-17,2008,2123,0,0
Tift,8-1,South Health District,0,15-17,2008,1815,0,0
Troup,4,District 4 Health District,1,15-17,2008,3295,0,0
Walker,1-1,Northwest Georgia Health District,0,15-17,2008,2879,0,0
Walton,10,Northeast Health District,0,15-17,2008,3616,0,0
Ware,9-2,Southeast Health District,1,15-17,2008,1549,0,0
Whitfield,1-2,North Georgia Health District,0,15-17,2008,4349,0,0
Appling,9-2,Southeast Health District,0,15-17,2009,852,0,0
Atkinson,9-2,Southeast Health District,0,15-17,2009,414,0,0
Bacon,9-2,Southeast Health District,0,15-17,2009,433,0,0
Baker,8-2,Southwest Health District,0,15-17,2009,156,0,0
Banks,2,North Health District,0,15-17,2009,824,0,0
Ben Hill,8-1,South Health District,0,15-17,2009,781,0,0
Berrien,8-1,South Health District,0,15-17,2009,927,0,0
Bleckley,5-1,South Central Health District,0,15-17,2009,861,0,0
Brantley,9-2,Southeast Health District,0,15-17,2009,859,0,0
Brooks,8-1,South Health District,0,15-17,2009,762,0,0
Bryan,9-1,Coastal Health District,0,15-17,2009,1602,0,0
Burke,6,East Central Health District,0,15-17,2009,1197,0,0
Butts,4,District 4 Health District,0,15-17,2009,918,0,0
Calhoun,8-2,Southwest Health District,0,15-17,2009,229,0,0
Candler,9-2,Southeast Health District,0,15-17,2009,476,0,0
Charlton,9-2,Southeast Health District,0,15-17,2009,540,0,0
Chattahoochee,7,West Central Health District,0,15-17,2009,337,0,0
Chattooga,1-1,Northwest Georgia Health District,0,15-17,2009,958,0,0
Clay,7,West Central Health District,0,15-17,2009,130,0,0
Clinch,9-2,Southeast Health District,0,15-17,2009,325,0,0
Cook,8-1,South Health District,0,15-17,2009,745,0,0
Crawford,5-2,North Central Health District,0,15-17,2009,581,0,0
Crisp,7,West Central Health District,0,15-17,2009,1101,0,0
Dade,1-1,Northwest Georgia Health District,0,15-17,2009,730,0,0
Dawson,2,North Health District,0,15-17,2009,842,0,0
Decatur,8-2,Southwest Health District,0,15-17,2009,1367,0,0
Dodge,5-1,South Central Health District,0,15-17,2009,1236,0,0
Dooly,7,West Central Health District,0,15-17,2009,573,0,0
Early,8-2,Southwest Health District,0,15-17,2009,583,0,0
Echols,8-1,South Health District,0,15-17,2009,201,0,0
Elbert,10,Northeast Health District,0,15-17,2009,976,0,0
Emanuel,6,East Central Health District,0,15-17,2009,996,0,0
Evans,9-2,Southeast Health District,0,15-17,2009,501,0,0
Fannin,1-2,North Georgia Health District,0,15-17,2009,828,0,0
Franklin,2,North Health District,0,15-17,2009,881,0,0
Gilmer,1-2,North Georgia Health District,0,15-17,2009,1122,0,0
Glascock,6,East Central Health District,0,15-17,2009,155,0,0
Grady,8-2,Southwest Health District,0,15-17,2009,1102,0,0
Greene,10,Northeast Health District,0,15-17,2009,545,0,0
Hancock,5-2,North Central Health District,0,15-17,2009,409,0,0
Haralson,1-1,Northwest Georgia Health District,0,15-17,2009,1277,0,0
Harris,7,West Central Health District,0,15-17,2009,1580,0,0
Hart,2,North Health District,0,15-17,2009,1026,0,0
Heard,4,District 4 Health District,0,15-17,2009,591,0,0
Irwin,8-1,South Health District,0,15-17,2009,469,0,0
Jasper,5-2,North Central Health District,0,15-17,2009,632,0,0
Jeff Davis,9-2,Southeast Health District,0,15-17,2009,649,0,0
Jefferson,6,East Central Health District,0,15-17,2009,801,0,0
Jenkins,6,East Central Health District,0,15-17,2009,403,0,0
Johnson,5-1,South Central Health District,0,15-17,2009,415,0,0
Jones,5-2,North Central Health District,0,15-17,2009,1367,0,0
Lamar,4,District 4 Health District,0,15-17,2009,836,0,0
Lanier,8-1,South Health District,0,15-17,2009,442,0,0
Lee,8-2,Southwest Health District,0,15-17,2009,1514,0,0
Lincoln,6,East Central Health District,0,15-17,2009,384,0,0
Long,9-1,Coastal Health District,0,15-17,2009,638,0,0
Lumpkin,2,North Health District,0,15-17,2009,1250,0,0
McDuffie,6,East Central Health District,0,15-17,2009,1025,0,0
McIntosh,9-1,Coastal Health District,0,15-17,2009,746,0,0
Macon,7,West Central Health District,0,15-17,2009,704,0,0
Madison,10,Northeast Health District,0,15-17,2009,1327,0,0
Marion,7,West Central Health District,0,15-17,2009,480,0,0
Meriwether,4,District 4 Health District,0,15-17,2009,980,0,0
Miller,8-2,Southwest Health District,0,15-17,2009,264,0,0
Mitchell,8-2,Southwest Health District,0,15-17,2009,1016,0,0
Monroe,5-2,North Central Health District,0,15-17,2009,1197,0,0
Montgomery,5-1,South Central Health District,0,15-17,2009,404,0,0
Morgan,10,Northeast Health District,0,15-17,2009,820,0,0
Oconee,10,Northeast Health District,0,15-17,2009,1773,0,0
Oglethorpe,10,Northeast Health District,0,15-17,2009,649,0,0
Peach,5-2,North Central Health District,0,15-17,2009,1507,0,0
Pickens,1-2,North Georgia Health District,0,15-17,2009,1049,0,0
Pierce,9-2,Southeast Health District,0,15-17,2009,830,0,0
Pike,4,District 4 Health District,0,15-17,2009,851,0,0
Pulaski,5-1,South Central Health District,0,15-17,2009,442,0,0
Putnam,5-2,North Central Health District,0,15-17,2009,764,0,0
Quitman,7,West Central Health District,0,15-17,2009,105,0,0
Rabun,2,North Health District,0,15-17,2009,709,0,0
Randolph,7,West Central Health District,0,15-17,2009,311,0,0
Schley,7,West Central Health District,0,15-17,2009,257,0,0
Screven,6,East Central Health District,0,15-17,2009,843,0,0
Seminole,8-2,Southwest Health District,0,15-17,2009,371,0,0
Stephens,2,North Health District,0,15-17,2009,1013,0,0
Stewart,7,West Central Health District,0,15-17,2009,220,0,0
Sumter,7,West Central Health District,0,15-17,2009,1607,0,0
Talbot,7,West Central Health District,0,15-17,2009,290,0,0
Taliaferro,6,East Central Health District,0,15-17,2009,95,0,0
Tattnall,9-2,Southeast Health District,0,15-17,2009,940,0,0
Taylor,7,West Central Health District,0,15-17,2009,489,0,0
Telfair,5-1,South Central Health District,0,15-17,2009,585,0,0
Terrell,8-2,Southwest Health District,0,15-17,2009,416,0,0
Toombs,9-2,Southeast Health District,0,15-17,2009,1248,0,0
Towns,2,North Health District,0,15-17,2009,320,0,0
Treutlen,5-1,South Central Health District,0,15-17,2009,269,0,0
Turner,8-1,South Health District,0,15-17,2009,370,0,0
Twiggs,5-2,North Central Health District,0,15-17,2009,406,0,0
Union,2,North Health District,0,15-17,2009,663,0,0
Upson,4,District 4 Health District,0,15-17,2009,1319,0,0
Warren,6,East Central Health District,0,15-17,2009,275,0,0
Washington,5-2,North Central Health District,0,15-17,2009,1009,0,0
Wayne,9-2,Southeast Health District,0,15-17,2009,1303,0,0
Webster,7,West Central Health District,0,15-17,2009,119,0,0
Wheeler,5-1,South Central Health District,0,15-17,2009,237,0,0
White,2,North Health District,0,15-17,2009,992,0,0
Wilcox,5-1,South Central Health District,0,15-17,2009,312,0,0
Wilkes,6,East Central Health District,0,15-17,2009,419,0,0
Wilkinson,5-2,North Central Health District,0,15-17,2009,404,0,0
Worth,8-2,Southwest Health District,0,15-17,2009,1080,0,0
Baldwin,5-2,North Central Health District,0,15-17,2009,2201,0,0
Barrow,10,Northeast Health District,0,15-17,2009,2987,0,0
Bartow,1-1,Northwest Georgia Health District,0,15-17,2009,4475,0,0
Bibb,5-2,North Central Health District,1,15-17,2009,6859,0,0
Bulloch,9-2,Southeast Health District,0,15-17,2009,2436,0,0
Camden,9-1,Coastal Health District,0,15-17,2009,2424,0,0
Carroll,4,District 4 Health District,0,15-17,2009,4639,0,0
Catoosa,1-1,Northwest Georgia Health District,0,15-17,2009,2794,0,0
Chatham,9-1,Coastal Health District,0,15-17,2009,10783,0,0
Cherokee,1-2,North Georgia Health District,1,15-17,2009,8816,0,0
Clarke,10,Northeast Health District,1,15-17,2009,3306,0,0
Clayton,3-3,Clayton County Health District,1,15-17,2009,13009,0,0
Cobb,3-1,Cobb/Douglas Health District,1,15-17,2009,30473,0,0
Coffee,9-2,Southeast Health District,0,15-17,2009,1886,0,0
Colquitt,8-2,Southwest Health District,0,15-17,2009,2033,0,0
Columbia,6,East Central Health District,0,15-17,2009,6327,0,0
Coweta,4,District 4 Health District,0,15-17,2009,5725,0,0
DeKalb,3-5,DeKalb Health District,1,15-17,2009,26480,0,0
Dougherty,8-2,Southwest Health District,1,15-17,2009,4412,0,0
Douglas,3-1,Cobb/Douglas Health District,0,15-17,2009,6403,0,0
Effingham,9-1,Coastal Health District,0,15-17,2009,2809,0,0
Fayette,4,District 4 Health District,0,15-17,2009,6350,0,0
Floyd,1-1,Northwest Georgia Health District,1,15-17,2009,4072,0,0
Forsyth,2,North Health District,0,15-17,2009,6814,1,1.46756677428823e-4
Fulton,3-2,Fulton County Board of Health,1,15-17,2009,34562,0,0
Glynn,9-1,Coastal Health District,1,15-17,2009,3380,0,0
Gordon,1-1,Northwest Georgia Health District,0,15-17,2009,2493,0,0
Gwinnett,3-4,East Metro Health District,1,15-17,2009,37249,0,0
Habersham,2,North Health District,0,15-17,2009,1581,0,0
Hall,2,North Health District,1,15-17,2009,7321,1,1.3659336156262805e-4
Henry,4,District 4 Health District,0,15-17,2009,10939,0,0
Houston,5-2,North Central Health District,0,15-17,2009,6423,0,0
Jackson,10,Northeast Health District,0,15-17,2009,2482,0,0
Laurens,5-1,South Central Health District,1,15-17,2009,2262,0,0
Liberty,9-1,Coastal Health District,0,15-17,2009,2843,0,0
Lowndes,8-1,South Health District,1,15-17,2009,5131,0,0
Murray,1-2,North Georgia Health District,0,15-17,2009,1781,0,0
Muscogee,7,West Central Health District,1,15-17,2009,8293,0,0
Newton,3-4,East Metro Health District,0,15-17,2009,4717,0,0
Paulding,1-1,Northwest Georgia Health District,0,15-17,2009,6970,0,0
Polk,1-1,Northwest Georgia Health District,0,15-17,2009,1705,0,0
Richmond,6,East Central Health District,1,15-17,2009,8715,0,0
Rockdale,3-4,East Metro Health District,0,15-17,2009,4453,0,0
Spalding,4,District 4 Health District,0,15-17,2009,2751,0,0
